"","Unique_ID","Name","Views","Comments","Likes","Popularity","Followers","Day_Stamp","Month_Stamp","Year_Stamp","Hour_Stamp","Min_Stamp","Sec_Stamp","songs.Genreall.music","songs.Genrealternativerock","songs.Genreambient","songs.Genreclassical","songs.Genrecountry","songs.Genredanceedm","songs.Genredeephouse","songs.Genredisco","songs.Genredrumbass","songs.Genredubstep","songs.Genreelectronic","songs.Genrefolksingersongwriter","songs.Genrehiphoprap","songs.Genreindie","songs.Genrelatin","songs.Genremetal","songs.Genrepop","songs.Genrerbsoul","songs.Genrereggaeton","songs.Genrerock","songs.Genretrap"
"54252",913634,532,133327,4.15888308335967,1867,4642,76896,26,11,2014,15,40,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54259",145176,139,40895,3.98898404656427,253,2143,118741,18,6,2015,13,58,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54263",92498,78,359797,4.8283137373023,6680,70,157004,12,8,2016,14,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54266",1196815,645,14401,5.30330490805908,355,2970,67797,27,1,2019,18,31,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54272",289765,237,91792,4.62497281328427,2947,5409,82415,25,9,2018,16,23,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54275",1549085,834,402458,4.36944785246702,1038,4651,170696,10,8,2018,3,57,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54277",308568,252,885833,6.51174532964473,3650,4939,192024,1,3,2017,17,58,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54285",111193,105,129247,4.04305126783455,3213,4230,113060,13,12,2016,14,50,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54289",314560,264,4068,3.25809653802148,1050,2108,28981,14,4,2017,9,42,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54290",1380647,735,13274,3.13549421592915,3801,4269,83052,23,9,2014,19,57,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54291",1137097,629,108958,3.25809653802148,1361,3013,46437,16,10,2015,16,11,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54292",1263911,673,5070243,5.21493575760899,2377,2334,7919,26,10,2018,23,22,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54295",1113148,620,888093,5.35658627467201,2422,3486,56140,25,6,2015,9,31,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54299",693556,507,26918,3.29583686600433,6809,1102,6529,21,7,2017,19,34,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"54303",483502,355,46768,4.45434729625351,893,3099,23883,4,4,2018,15,55,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54305",1431886,765,10377,5.53338948872752,6732,2157,76211,19,11,2018,11,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54312",947993,540,168279,5.72031177660741,5241,5045,58140,12,3,2015,18,39,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54314",165730,162,141748,3.63758615972639,5147,185,38769,1,7,2017,14,48,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"54321",1086584,607,22655,3.13549421592915,3836,5012,50720,14,12,2018,17,56,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54323",463786,628,34194,3.66356164612965,9169,1103,195064,28,8,2015,14,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54330",377083,303,108616,3.17805383034795,3302,3704,179817,4,5,2018,4,31,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54332",1432580,765,51392,3.25809653802148,81,2147,76211,6,4,2015,17,30,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54333",463739,628,74159,4.77912349311153,1647,4281,195064,29,7,2016,19,12,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54334",1173800,640,73154,3.66356164612965,260,4286,13297,1,12,2017,23,39,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54336",284950,230,61716,5.7268477475872,1946,3737,40202,6,1,2017,20,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54360",1483709,790,322816,5.34710753071747,1096,3270,189321,8,4,2015,20,35,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54363",1029399,56,74897,4.62497281328427,815,2985,28069,7,3,2013,9,24,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54365",335436,244,730403,4.9416424226093,1124,3043,20195,28,8,2018,4,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"54367",142081,135,30171,4.44265125649032,8490,2245,47142,3,6,2014,2,16,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54368",1432121,765,27144,5.01727983681492,213,2226,76211,28,3,2018,16,37,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54370",1419408,760,198734,4.89783979995091,5148,5718,142334,8,3,2018,16,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54378",630231,484,147292,5.71702770140622,3517,3011,176366,13,9,2012,14,54,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54389",1531256,816,663,3.04452243772342,3586,985,6112,8,10,2014,14,30,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54390",1431940,765,2859,3.04452243772342,1046,3016,76211,25,9,2018,14,1,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54391",51360,53,323704,4.67282883446191,7886,487,21048,27,4,2018,18,37,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54392",29578,30,79960,4.35670882668959,510,2185,189157,25,7,2013,18,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"54395",50434,52,34446,4.14313472639153,316,2143,11614,12,8,2017,21,21,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54396",165694,162,48535,3.85014760171006,899,3021,38769,18,1,2018,20,4,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"54397",1076713,599,26520,3.29583686600433,2589,2087,45260,15,9,2012,12,27,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54401",972143,557,4115578,6.51471269087253,3729,1449,125810,25,4,2014,22,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"54406",386,5,143471,3.58351893845611,5183,5699,176252,8,9,2015,19,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54415",1128091,621,1289,3.68887945411394,1145,995,1692,23,2,2019,6,21,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54425",110278,104,93413,4.68213122712422,1659,3102,70255,1,7,2016,17,11,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54426",352347,288,160069,5.15905529921453,3294,157,38674,7,9,2016,16,10,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54429",1262401,671,23279,3.97029191355212,344,3101,10365,10,10,2017,20,17,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54430",350654,283,91587,4.18965474202643,532,1184,14716,1,3,2015,17,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"54434",220999,178,71730,5.12989871492307,2795,4725,141507,2,12,2016,16,59,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"54436",109416,101,83975,3.13549421592915,2668,3780,10702,11,3,2016,11,24,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54437",294818,247,39567,3.36729582998647,432,2162,52808,14,11,2015,12,5,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"54442",351687,286,47237,3.04452243772342,172,1139,11285,16,11,2018,17,59,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54449",1428026,764,256901,4.68213122712422,6174,275,201030,4,11,2016,15,23,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54455",1271634,678,28318,3.93182563272433,44,1190,8731,1,9,2017,16,14,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54457",1432313,765,61229,5.27811465923052,2159,4306,76211,20,12,2016,13,26,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54463",352354,288,197141,5.12989871492307,5651,734,38674,30,3,2016,17,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54468",220880,178,36407,3.55534806148941,623,2262,141507,20,4,2018,21,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"54473",282375,796,3555,3.04452243772342,8401,1035,8033,7,7,2016,0,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"54488",1548622,833,40142,3.61091791264422,7637,1057,82016,9,7,2014,21,6,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54497",483598,355,12651,3.43398720448515,4895,1022,23883,5,10,2016,16,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54513",973145,558,62279,3.04452243772342,121,1002,103301,8,11,2015,0,5,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54515",1531908,817,79081,3.73766961828337,2322,3655,146569,28,7,2017,12,34,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54517",1270129,677,48922,4.71849887129509,2034,5347,25108,9,9,2016,13,42,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"54521",1272156,680,11246,3.73766961828337,4938,5074,5365,8,6,2018,17,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54522",1371976,733,36661,4.11087386417331,81,1078,50553,21,7,2017,3,52,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54523",322346,267,491535,3.2188758248682,1124,422,140061,10,3,2017,15,23,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"54529",1272159,680,30236,4.93447393313069,426,2083,5365,28,4,2018,18,55,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54532",477957,354,101520,6.3578422665081,3473,5069,34837,9,8,2017,2,40,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54534",381944,293,783006,5.47646355193151,2395,3623,121113,28,10,2014,18,27,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54536",1113141,620,280701,5.18738580584075,8551,616,56140,30,5,2016,2,57,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54537",1032583,574,30938,4.06044301054642,7726,1076,64073,28,6,2012,14,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54541",438130,328,73957,5.04342511691925,1450,3736,152245,27,7,2016,15,47,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54544",294837,247,32021,3.13549421592915,9162,1123,52808,23,7,2015,11,29,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"54545",47827,47,519359,3.58351893845611,1034,5341,29501,2,6,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54551",1007073,565,43637,4.68213122712422,289,2101,49537,12,5,2017,15,47,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"54552",1487023,792,29667,3.09104245335832,4915,3016,36505,18,3,2015,23,32,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54554",1270116,677,53904,4.4188406077966,2245,84,25108,25,12,2016,21,53,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"54556",1229361,649,66500,4.48863636973214,1605,3685,154824,8,12,2015,17,55,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54564",92315,78,56354,3.13549421592915,372,2163,157004,21,3,2018,11,50,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54572",472453,537,1602095,4.65396035015752,2488,3792,764,10,4,2018,10,14,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54574",336800,274,2694763,3.80666248977032,2546,4684,53,5,10,2012,6,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"54575",1499467,801,50724,3.76120011569356,1830,2221,53398,4,5,2018,15,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"54577",221105,178,149388,4.68213122712422,6260,232,141507,3,2,2016,21,31,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"54582",237065,183,66383,3.55534806148941,233,1020,66249,22,12,2015,20,35,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54583",452545,339,77996,6.07534603108868,2173,4725,106971,5,2,2018,16,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"54584",616679,460,153991,4.38202663467388,3547,3692,31088,17,6,2018,0,42,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"54585",463756,628,95660,3.73766961828337,1589,3678,195064,31,3,2016,22,45,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54589",948382,541,5581,5.27811465923052,2601,1166,4458,18,12,2018,3,34,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54596",962013,240,26353,3.71357206670431,5926,1054,3939,8,7,2018,0,33,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54600",1403768,747,65644,4.15888308335967,3778,3647,127475,11,6,2012,7,13,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54601",144149,137,33008,3.43398720448515,824,2985,21155,17,7,2018,15,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54602",1314584,698,68005,4.02535169073515,740,2140,69665,14,10,2013,19,11,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"54603",137441,131,267231,4.30406509320417,7038,179,109236,7,2,2017,20,53,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54610",142043,135,40995,4.75359019110636,469,2970,47142,1,6,2015,16,23,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54616",256072,196,408873,3.63758615972639,1038,3778,73750,17,5,2018,21,29,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54623",631003,485,25169,3.2188758248682,9029,3752,4295,11,11,2016,8,38,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54625",294562,247,35182,3.13549421592915,721,2223,52808,16,2,2018,11,3,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"54627",352333,288,80384,3.61091791264422,2068,4223,38674,19,1,2018,15,13,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54629",138304,132,23199,3.04452243772342,6755,4678,20865,31,8,2018,13,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54630",1360070,720,55983,3.80666248977032,271,2237,181298,8,12,2014,18,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"54632",242050,202,1040,3.66356164612965,5814,3032,6084,19,7,2018,5,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"54633",294648,247,27098,3.36729582998647,6,1146,52808,30,5,2017,8,36,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"54637",220805,178,27845,3.78418963391826,1537,3660,141507,16,11,2018,0,6,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"54639",92581,78,167649,3.52636052461616,2091,4616,157004,10,7,2015,15,9,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54641",451262,335,35047,3.85014760171006,9089,1145,12215,19,12,2015,6,37,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54645",108493,98,47879,4.82028156560504,427,2257,74245,16,4,2014,3,54,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54647",383937,311,76635,4.33073334028633,1357,2238,58988,26,10,2016,17,24,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54649",1144049,639,7125,3.68887945411394,3838,4614,143726,15,9,2016,10,27,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54651",1243504,662,29104,3.89182029811063,8433,2099,38858,9,10,2014,7,39,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54656",1077971,601,261875,3.91202300542815,5028,1029,177856,5,10,2018,4,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54657",1508124,806,26399,4.82028156560504,460,3079,15839,27,6,2018,14,44,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54660",326805,271,28486,4.97673374242057,935,2223,147595,4,9,2018,18,21,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54663",1112979,619,153971,4.87519732320115,2746,4232,24431,29,1,2016,17,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54665",242033,202,4984,4.85203026391962,2359,1073,6084,27,7,2018,0,59,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"54667",972152,557,2467955,6.11809719804135,2427,779,125810,7,3,2013,16,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"54672",1403680,747,188339,4.29045944114839,817,2164,127475,27,12,2014,14,17,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54676",1549130,834,4720386,6.41345895716736,6884,4062,170696,17,7,2014,18,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54678",466502,348,70158,4.63472898822964,2115,4297,16673,10,10,2018,17,43,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54682",473056,351,29653,3.71357206670431,404,1144,66412,26,4,2018,19,4,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54684",289794,237,81431,4.27666611901606,1910,4322,82415,15,5,2018,18,6,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54685",337803,277,4998,4.17438726989564,2473,4627,11675,15,1,2018,16,46,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54686",321634,266,923633,5.64897423816121,2614,4346,100197,24,8,2015,18,42,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54691",1064704,587,7883,3.40119738166216,3667,2228,41510,26,9,2014,11,17,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54696",1403655,747,166083,4.4188406077966,762,2218,127475,13,10,2016,6,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54707",456115,340,143277,4.14313472639153,3217,3067,31146,12,10,2017,17,53,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54708",1400229,741,48953,3.68887945411394,1363,3044,66088,15,6,2017,15,23,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54709",335763,273,30148,4.17438726989564,7661,1004,26378,8,9,2014,17,14,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54712",1543008,829,157715,4.61512051684126,8133,605,52573,18,12,2017,22,24,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54713",1322251,713,1942,3.09104245335832,6768,1172,87682,18,4,2018,12,50,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54715",1114544,623,41708,5.68357976733868,961,3042,142456,2,10,2017,15,19,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54716",1432373,765,18182,3.04452243772342,6717,1032,76211,4,8,2016,14,43,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54722",1322173,713,5111,4.21950770517611,2528,4998,87682,22,5,2018,17,12,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54724",308443,251,54938,3.76120011569356,9085,1186,14615,27,10,2015,22,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54726",287777,236,19419,5.02388052084628,9073,2182,57080,3,11,2017,15,35,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54729",1018299,567,24309,3.49650756146648,8328,1099,174379,7,5,2018,9,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54731",1535972,819,263830,5.4971682252932,1158,1425,34926,3,10,2018,17,11,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54732",1432388,765,8871,4.4188406077966,3608,5386,76211,29,6,2016,15,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54733",145197,139,934834,5.63835466933375,1285,2036,118741,12,5,2014,10,9,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54740",1528526,159,794450,4.11087386417331,1064,204,150319,29,5,2016,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54742",473094,351,145144,5.18178355029209,5187,5046,66412,22,9,2015,10,58,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54743",1114556,623,27258,5.19849703126583,9123,1121,142456,28,8,2017,17,27,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54755",1060215,581,31909,4.83628190695148,159,2179,21803,29,10,2018,12,43,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54756",287749,236,18383,5.15905529921453,8433,2202,57080,6,3,2018,15,32,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54757",34500,37,121895,3.71357206670431,925,1188,17728,19,10,2015,20,10,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54778",1017969,566,188830,4.02535169073515,5088,48,25891,31,8,2017,15,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54780",308555,252,713517,5.59842195899838,2579,3581,192024,2,3,2018,17,56,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54781",568740,447,98079,3.80666248977032,268,5605,134096,15,6,2016,2,16,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54785",141995,135,31926,4.51085950651685,296,2262,47142,13,3,2017,21,34,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54787",106034,95,55298,4.77912349311153,4271,5392,116794,20,12,2018,19,5,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54791",294726,247,40999,3.40119738166216,425,2158,52808,24,8,2016,12,5,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"54794",414899,321,22716,3.61091791264422,6895,1142,119563,25,12,2015,17,28,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54799",972902,558,32978,3.43398720448515,6742,5062,103301,9,1,2017,21,1,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54801",110246,104,128860,4.47733681447821,2940,3774,70255,7,4,2017,19,14,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54806",571816,448,17310,3.89182029811063,4743,5026,8929,16,10,2016,19,2,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54808",1400250,741,32761,4.51085950651685,42,2082,66088,14,5,2013,20,13,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54813",539587,414,15528,3.09104245335832,6766,5334,165268,28,11,2016,21,31,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54823",1229410,649,90005,5.54907608489522,3019,5029,154824,11,3,2014,10,5,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54824",233089,179,74286,4.63472898822964,4476,5713,30037,11,9,2017,17,43,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54835",114992,106,144951,5.50533153593236,5223,77,48663,10,4,2018,18,51,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54837",141993,135,31778,4.69134788222914,277,2971,47142,3,4,2017,16,49,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54838",84259,75,8657,3.43398720448515,2572,5306,6122,3,1,2017,1,53,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54844",1499454,801,225886,4.85203026391962,1126,984,53398,22,6,2018,13,20,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"54845",701911,511,33140,4.56434819146784,248,5627,71832,21,8,2012,9,17,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54852",337764,277,11058,5.14749447681345,5884,1139,11675,30,7,2018,21,5,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54854",92472,78,161654,4.75359019110636,3076,4636,157004,14,10,2016,14,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
