"","Unique_ID","Name","Genre","Song_Name","Views","Comments","Likes","Popularity","Followers","Day_Stamp","Month_Stamp","Year_Stamp","Hour_Stamp","Min_Stamp","Sec_Stamp"
"67001",1322012,"Sweet Musique","deephouse","FREE DL : Toshi & Afro Warriors - Uyankenteza ( Dark Matter Remix )",13888,5.83773044716594,9037,2953,87682,18,8,2018,8,53,23
"67004",973075,"Ninety9Lives","danceedm","Alex Doan - Shooting Stars (feat. Kédo Rebelle & Chloe Dolandis)",59975,4.18965474202643,226,2081,103301,7,3,2016,0,5,15
"67007",683005,"Maxximize Records","danceedm","JETFIRE x Lost Stories x Carta - INDIA (Preview)",195064,5.61312810638807,5551,144,49169,28,9,2016,13,29,18
"67008",284969,"Doktor Froid","electronic","Above & Beyond - Sun And Moon (Doktor Froid Bootleg)",108430,3.85014760171006,2148,4224,40202,21,1,2015,18,8,4
"67012",1428116,"Tritonal","danceedm","Tritonia 075",51271,4.0943445622221,269,3069,201030,8,12,2014,15,57,38
"67013",1402378,"TOO KIND","electronic","Ivan Gough & Feenixpawl ft. Georgi Kay - In My Mind (TOO KIND Flip)",21695,4.9416424226093,7724,2145,5511,23,2,2017,17,56,17
"67019",106088,"Black Tiger Sex Machine","danceedm","Black Tiger Sex Machine - Afterworld (EP Preview Mix)",34767,3.97029191355212,6919,1145,116794,4,7,2014,14,53,58
"67021",1431992,"trndmsk","deephouse","trndmsk Podcast #49 - Amount & Schlepp Geist",10117,3.76120011569356,4871,5627,76211,17,7,2018,18,11,47
"67024",268357,"DJ PH DA SERRA","rbsoul","MC DANONE E FAHAH - TALENTO - PH DA SERRA,GUI MARQUES, TG DA INESTAN E CHEAB -",279939,4.12713438504509,7518,4237,85070,9,6,2018,1,9,32
"67030",547524,"Kompany","dubstep","Last Man Standing Ft. Virus Syndicate",36257,4.02535169073515,2865,4194,56900,31,1,2019,17,24,30
"67034",1272579,"Sjammienators","danceedm","Sjammienators - Tamacun (Full Free Track)",69278,3.09104245335832,1425,2265,17356,29,12,2015,16,6,39
"67037",458843,"Elephante","danceedm","Elephante - Closer (feat. Bishøp)",2548136,5.27811465923052,4777,4931,151500,23,3,2016,19,48,23
"67050",456108,"Hyper Potions","danceedm","Trick or Treat",33758,4.21950770517611,271,1048,31146,17,10,2018,15,49,44
"67053",233070,"Disciple Round Table","electronic","Dirt Monkey - Kingpin",110913,4.40671924726425,5649,140,30037,10,10,2017,18,38,15
"67057",1314588,"Stickybuds~","drumbass","Stickybuds & South Rakkas Ft. Rage - Bouncy Bouncy (Out now on Beatport!)",61758,4.55387689160054,436,1103,69665,8,4,2013,22,11,57
"67059",523864,"KiD TRUNKS","all-music","Not Legal (feat. Ski Mask the Slump God, Warhols & A$AP ANT)",1196001,5.30826769740121,3616,1365,83372,11,5,2018,15,2,42
"67064",463895,"R3HAB - I NEED R3HAB","danceedm","R3HAB - I NEED R3HAB 028 (Including Guestmix TJR)",63233,4.81218435537242,210,2141,195064,17,3,2013,14,5,43
"67065",289782,"Drop It Network","danceedm","Ace Aura - Bagel Bois [DROP IT NETWORK EXCLUSIVE]",76908,4.40671924726425,1381,4633,82415,16,7,2018,16,10,19
"67066",103775,"bitbird","electronic","Losi - WUZU",621039,5.66988092298052,1195,3323,201165,22,2,2016,18,17,4
"67068",1380013,"Ship Wrek","danceedm","Ship Wrek & The Highrollers - Waiting",107397,4.67282883446191,3086,5109,56092,5,5,2018,17,51,2
"67075",250189,"DJ ANDERSON DO PARAÍSO","rbsoul","MC SMOUKI = = LOUCO POR SEXO [[DJ ANDERSON DO PARAÍSO]] #TALIBAN.PROD",56748,3.25809653802148,445,1138,51377,6,11,2017,21,0,9
"67077",681144,"Maxximize On Air","danceedm","Maxximize On Air - Mixed by Blasterjaxx - Episode #019",154147,4.88280192258637,2664,4730,22248,10,10,2014,18,13,55
"67083",145288,"Coone","danceedm","Coone - Promomix/Winter 2010 (Hardtraxx Community sessions)",15289,3.13549421592915,2479,2150,118741,24,11,2010,18,43,36
"67085",1470630,"Deltarune OST","classical","Toby Fox - Deltarune - (Bonus) Man",30034,3.04452243772342,2595,1010,2306,2,11,2018,18,40,47
"67086",123867,"Captain Hook","electronic","Astrix & Captain Hook - Bungee Jump (Lish Remix)",52153,3.40119738166216,532,4305,161447,17,7,2015,17,59,15
"67092",287851,"Drop Central 💧","electronic","HODJ x GHOST - Scare Tactics",16864,5.12396397940326,9144,2967,57080,31,10,2016,14,49,37
"67096",1418310,"Trevor Something","rock","Can You Feel It?",75536,4.06044301054642,460,1167,14123,20,4,2015,20,28,19
"67109",1007004,"Noisia Radio","drumbass","Noisia Radio S04E36",39893,4.66343909411207,336,1210,49537,5,9,2018,14,59,20
"67110",1076659,"PERTURBATOR","electronic","Perturbator - Excess",8246,3.98898404656427,5928,4731,45260,15,2,2019,13,27,36
"67123",568834,"LeagueofLegends","electronic","Kalista, the Spear of Vengeance",109395,4.30406509320417,8496,4653,134096,20,11,2014,19,44,11
"67125",97884,"Beast Inside Beats - Type Trap/Rap Instrumentals","trap","Free Rap Beat 2019 - My Nigga (Beast Inside Beats)Gangsta Instrumental | De Uso Libre",95812,3.80666248977032,73,5386,24429,10,10,2015,15,9,3
"67126",289817,"Drop It Network","danceedm","LM3ALLEM X J.A. - Layla [DROP IT NETWORK EXCLUSIVE]",118352,4.83628190695148,3203,5333,82415,14,11,2017,16,7,3
"67136",380691,"Gill Chang","electronic","izzard & blankts - threads (gill chang remix)",52710,3.3322045101752,463,3678,63825,29,8,2015,2,40,50
"67137",1114601,"Quartzo Records","danceedm","Grizzlight - Volume (OUT NOW!) [FREE]",28246,4.87519732320115,6874,1005,142456,28,4,2017,15,19,26
"67138",1454963,"tsuruda","electronic","it's like...",38405,4.38202663467388,595,2163,59968,30,9,2016,2,39,17
"67147",1322629,"Sweet Musique","deephouse","Sweet Musique Mixtape #27 w/ Several Definitions",5367,4.71849887129509,3839,1054,87682,5,10,2017,13,19,26
"67149",1454965,"tsuruda","electronic","breakfast burritos [to be continued]",127633,5.26785815906333,2684,3737,59968,17,6,2016,12,37,18
"67154",133682,"Chuoi Tây ✪","electronic","Nonstop Vol 7 - Đêm dần trôi - DJ Banana Mix",707638,5.07517381523383,1164,281,61267,24,9,2016,14,23,57
"67164",187749,"Dharma Worldwide","danceedm","KSHMR & MR.BLACK - DOONKA",135355,4.72738781871234,4645,1833,30244,18,5,2018,17,22,27
"67165",1173818,"RetroSpecter","electronic","Splatoon 2: Final Boss Remix (Phase 1/2/3)",122543,3.80666248977032,1600,5349,13297,28,7,2017,22,4,27
"67167",1499583,"Wakaan","dubstep","Neuroplasm - Bewilderbeast (Desert Dwellers Dubz Antispin)",40567,3.40119738166216,439,2201,53398,26,1,2016,17,30,59
"67169",287558,"Dracovii","all-music","DRACOVII - XANNY PHANTOM",249157,4.45434729625351,3978,1185,5663,4,11,2018,2,25,23
"67173",1508132,"WB x MB","electronic","WB x MB - DEmpty",31565,5.87773578177964,1469,4646,15839,19,10,2017,14,5,13
"67183",1463805,"Ultimate Trvp","trap","Tnb - Drop Mah Head ⦗I Am So High .Recs / Ultimate Trvp exclusive⦘",5333,3.49650756146648,2498,5062,14052,21,9,2017,11,15,10
"67184",254359,"DJ Bướg's","danceedm","Khánh Trung - Xin Lỗi Anh Sẽ Ra Đi 2015 - DJ Bướg Remix",4567,5.68357976733868,3696,2239,12338,21,8,2015,4,3,5
"67187",451668,"Hungry Music","electronic","Joachim Pastor - Mountain",98889,3.76120011569356,2770,3749,50442,22,12,2017,0,57,44
"67190",1114467,"Quartzo Records","danceedm","AXYS - Weapon (Frequencies EP 2018, Vol. 5)",24942,4.60517018598809,740,3084,142456,4,6,2018,14,0,12
"67194",1018406,"Nora En Pure","electronic","Nora En Pure Mix for RÜFÜS & Friends Tripple J take over",201646,4.79579054559674,6408,238,174379,18,8,2015,14,49,43
"67197",1322291,"Sweet Musique","deephouse","PREMIERE : Yarni - Voiski (Hacker & Miethig Remix)[Nie Wieder Schlafen]",11914,3.63758615972639,5996,1004,87682,26,3,2018,10,6,55
"67201",568163,"Lazy Bear","danceedm","Galantis - Peanut Butter Jelly (Lazy Bear, Zuffo Bootleg) FREE!",2043,4.61512051684126,2446,5651,32348,22,2,2019,17,13,50
"67210",1432033,"trndmsk","deephouse","ZIMT feat. Niña Índigo - El Camino",36259,4.0943445622221,665,2145,76211,11,6,2018,18,4,4
"67211",283521,"Doctor_P","electronic","Shishkabob [Stems - Basses]",21594,3.04452243772342,2417,2248,167902,23,12,2013,11,58,18
"67213",463855,"R3HAB - I NEED R3HAB","danceedm","R3HAB - I NEED R3HAB 083",247143,5.73009978297357,4685,1235,195064,28,4,2014,7,47,21
"67214",512241,"Kam Bennett","all-music","Villa (2018 R&B Instrumental) [prod. DJ Kam Bennett] C#m 138bpm",174149,3.55534806148941,4885,3754,25760,31,3,2018,23,47,41
"67215",1519949,"Pantheon Select","trap","DISSOLVES - Configure 8",189260,5.09375020080676,5432,187,191199,26,7,2016,18,1,55
"67220",110237,"brednbutter","electronic","WOOGIE - BUMP IT UP",32116,3.09104245335832,7726,1031,70255,3,8,2017,20,43,21
"67221",289823,"Drop It Network","danceedm","Zeneth & Rebound - Laser [DROP IT NETWORK EXCLUSIVE]",137371,5.33753807970132,5347,548,82415,26,9,2017,15,38,46
"67222",1528503,"DAVE EAST","all-music","Unforgettable [EASTMIX]",2170127,4.07753744390572,3738,2312,150319,9,5,2017,14,49,15
"67224",335747,"Father Funk","electronic","Al Jarreau - Roof Garden (Father Funk Remix) [FREE DOWNLOAD]",30777,4.04305126783455,7636,1002,26378,14,4,2015,16,11,4
"67226",257210,"DJ GUI MARQUES","rbsoul","MTG - PUTARIA COMEÇOU MULHER - GUI MARQUES & VITIN MPC Part VINICIN DO CONCORDIA",303947,4.48863636973214,1037,4249,47883,27,11,2018,22,53,59
"67227",1550230,"Young MA","all-music","Young M.A - PettyWap (Official Audio)",844662,3.52636052461616,1188,3100,8498,4,7,2018,0,21,43
"67232",1401881,"TOKYO MACHINE","electronic","CRAZY クレージー",151305,5.11799381241676,4133,4670,32122,3,5,2017,18,5,15
"67239",1431822,"trndmsk","deephouse","Sander & Stéphane Salerno - Le Regard Du Loup (Biralo & Shimon Remix)",5655,3.09104245335832,3693,4640,76211,17,1,2019,12,20,13
"67240",1322631,"Sweet Musique","deephouse","PREMIERE : Boot Slap And Thodoris Triantafillou - Who Is It [Connaisseur Recordings]",17875,3.71357206670431,7684,1123,87682,5,10,2017,10,50,2
"67243",1528527,"DAVE EAST","all-music","Dave East - ""Bad Boy on Death Row"" ft. Game [prod by Buda & Grandz]",1105652,4.92725368515721,1310,1387,150319,23,5,2016,16,4,5
"67244",149651,"CRVKS","danceedm","SLAP'N'PACK edition 2 [FREE DL]",10562,4.49980967033027,2473,1008,4574,27,11,2017,8,55,48
"67245",1528454,"DAVE EAST","all-music","Yes Indeed (EAST MIX)",1042960,4.99721227376411,2550,789,150319,24,9,2018,22,10,49
"67249",1549124,"Young M.A","all-music","""Check"" Freestyle",2236826,4.79579054559674,3735,943,170696,30,6,2015,19,26,43
"67252",287738,"Drop Central 💧","electronic","EMES x Farasat Anees - M O H T A R M A",19107,4.71849887129509,8371,2078,57080,17,4,2018,14,7,30
"67253",281162,"DJ VITIN DO PC OFICIAL - Clique em Seguir","rbsoul","MC'S GW , DENNY E FAHAH - VAMO FUDER , VUPO VAPO = DJ'S VITIN DO PC E TL MPC = 2018 = #A2MPRODUTORA",98587,3.04452243772342,2884,2077,39101,23,6,2018,21,22,49
"67255",326931,"FACT","electronic","FACT mix 586 - DJ Bone presents Differ-Ent (January '17)",13809,3.46573590279973,6899,1024,147595,30,1,2017,13,13,28
"67259",438120,"HEXAGON","deephouse","Bali Bandits - SMACK!",491513,5.65599181081985,1096,1610,152245,9,9,2016,14,39,42
"67260",433499,"Heartfeldt Radio","danceedm","Sam Feldt - Heartfeldt Radio #57",41968,3.61091791264422,19,1184,23043,11,2,2017,8,0,59
"67261",174990,"DHA AM (Deep House London)","electronic","Premiere: DOTT - Cirque De L'Espace (Nhar Remix) [Canal Auditif]",14100,3.04452243772342,5781,5026,143743,24,7,2018,9,14,7
"67263",1250811,"Selador Recordings","electronic","Selador Sessions 01: Ian O'Donovan",5624,3.95124371858143,3742,4678,13397,26,9,2018,21,55,47
"67275",281098,"DJ VITIN DO PC OFICIAL - Clique em Seguir","rbsoul","MC'S SACI E CODE - AI AI QUE BAILE BOM - DJ VITIN DO PC = 2K19 = #FOOOOODAAAAAA",107008,3.78418963391826,4300,3009,39101,24,1,2019,22,36,2
"67278",1254244,"Sertanejo Repost","rock","REPOST to 190.000 Followers! (PROMOTION) Link in description",10733527,5.68697535633982,1291,4162,87801,10,2,2017,21,55,22
"67284",508754,"Julian Jordan","danceedm","Julian Jordan - Angels x Demons (Original Mix)[OUT NOW]",164333,4.53259949315326,4008,5664,107335,27,11,2014,12,6,7
"67291",1322606,"Sweet Musique","deephouse","PREMIERE : Super Flu - Insi (Guy Mantzur & Roy Rosenfeld Remix) [Monaberry]",40711,3.66356164612965,1439,3100,87682,20,10,2017,16,55,37
"67296",103761,"bitbird","electronic","EASTGHOST - Exile",299090,5.93489419561959,7085,695,201165,15,7,2016,17,8,54
"67298",1403663,"Touliver","all-music","VI TOI CON SONG ( TLVR RMX )",375531,4.96284463025991,4551,4742,127475,28,2,2016,18,52,32
"67299",483482,"Jadū Dala","danceedm","STUCA - Henny (JADŪ106)",96413,5.12396397940326,4693,5024,23883,19,10,2018,9,54,45
"67311",682953,"Maxximize Records","danceedm","Blasterjaxx & Tom Swoon - All I Ever Wanted (Preview) <Out on September 1>",64076,3.71357206670431,1350,4203,49169,17,8,2017,11,5,8
"67327",433445,"Heartfeldt Radio","danceedm","Sam Feldt - Heartfeldt Radio #111",23040,3.17805383034795,6871,1024,23043,17,2,2018,8,0,0
"67341",953510,"Nelchael Nelchabarren","electronic","My world + Cold Minded Thoughts (A DH Megalo Strike Back)",10512,4.00733318523247,2603,4678,2258,18,7,2018,16,5,10
"67347",13923,"DJ R7","rbsoul","MC GW - Taca a Tcheca (DJ R7) Lançamento 2017",1560500,4.39444915467244,3706,230,131670,17,5,2017,7,14,34
"67350",108482,"BLEEP BLOOP","electronic","T1R & Bleep Bloop - Look [Nest HQ Premiere]",133861,4.85981240436167,5184,5649,74245,1,10,2015,17,58,51
"67353",563562,"La Casa Urbana ✅","latin","LOCA REMIX - BAD BUNNY FT KHEA DUKI CAZZU",5598910,4.35670882668959,7538,311,25192,3,12,2016,21,17,34
"67366",1322100,"Sweet Musique","deephouse","FREE DL : Alejandro Marz & Everest - Soulmate [Sweet Musique]",2997,4.48863636973214,1275,4627,87682,23,6,2018,9,13,34
"67367",234418,"DISKORDuk","electronic","Datsik & Barely Alive - The Blastaz [DISKORD Remix]",77385,4.06044301054642,1816,3776,44794,9,3,2015,12,54,3
"67371",1380680,"The Upbeats","electronic","The Upbeats BBC 1xtra 'Primitive Technique' Guest Mix for Friction",61725,5.29831736654804,767,2976,83052,26,4,2013,15,19,55
"67373",24734,"Acid Pauli","electronic","YUL",160605,6.15697898558556,6501,107,97739,11,11,2016,2,33,17
"67378",1114628,"Quartzo Records","danceedm","R3SPAWN & GMAXX - Hoga Doga [FREE] Supported by Hardwell and Blasterjaxx! (OUT NOW!)",72348,6.47697236288968,1776,4730,142456,17,2,2017,13,3,57
"67380",1432465,"trndmsk","deephouse","trndmsk Future Stars #15: Martha van Straaten - Tempo Down Drums Up",136276,5.78382518232974,4324,5369,76211,18,1,2016,19,4,9
"67392",1432051,"trndmsk","deephouse","trndmsk Future Stars #33: kuprion - Beauty Trip",5785,3.3322045101752,2384,4286,76211,23,5,2018,16,7,2
"67393",1432745,"trndmsk","deephouse","Patrick Schulze - Story About You",43364,3.73766961828337,293,2225,76211,18,7,2014,10,31,6
"67397",907990,"Morgan Page","danceedm","Morgan Page - Fight For You (Morgan Page Downtempo Mix)",35356,3.40119738166216,6716,5386,155645,8,12,2009,23,23,16
"67399",452459,"Hybrid Trap 🔥","trap","DOMI - Bionicity",30385,5.59842195899838,379,3023,106971,25,9,2018,16,0,11
"67403",101590,"Big Wild","electronic","To the Left",56770,4.46590811865458,254,2139,94100,27,8,2013,18,23,20
"67411",1499595,"Wakaan","dubstep","Wakaan = Great Mystery",41379,3.3322045101752,8330,1126,53398,29,9,2014,5,55,45
"67415",1528463,"DAVE EAST","all-music","Moonwalking (feat. Piif Jones, AK & Ju Banga) (Prod by Nick Papz)",1363083,4.18965474202643,2431,625,150319,20,4,2018,0,2,41
"67417",448390,"HOME","electronic","Rayleigh Scattering",30130,3.2188758248682,5924,4986,82619,22,8,2014,23,11,45
"67420",1143889,"Resident Advisor","ambient","RA / Faust: Marcus L",13785,4.06044301054642,4912,4731,143726,21,11,2017,16,35,54
"67421",972945,"Ninety9Lives","danceedm","Vinze - Nothing Better (Feat. Reece Lemonius)",29798,3.55534806148941,5932,5038,103301,22,10,2016,3,15,42
"67429",1499340,"Wakaan","dubstep","TYNAN, Shanghai Doom - Flatline",6792,3.46573590279973,9186,1124,53398,22,2,2019,13,27,29
"67431",250223,"DJ ANDERSON DO PARAÍSO","rbsoul","MTG = = ELA TA QUERENDO PAU, E HJ EU QUERO COMER CU [[DJ ANDERSON DO PARAÍSO]] #22MUSIC",126106,4.33073334028633,2722,3042,51377,26,4,2017,19,53,42
"67435",566840,"Laszlo","electronic","Laszlo - Fall To Light",941464,6.1779441140506,1134,619,36043,16,2,2014,14,32,40
"67439",115021,"brothel.","electronic","PAIRPLAYw/divine.",502222,6.22851100359118,1158,1907,48663,14,12,2015,17,0,6
"67441",281133,"DJ VITIN DO PC OFICIAL - Clique em Seguir","rbsoul","MC URUBUZINHO E GIGANTE - MEDLEY PROIBIDO +18 = DJ'S VITIN DO PC , PH DA SERRA E ARTHUZIIN = 2K18",191727,4.0943445622221,5505,3658,39101,28,9,2018,2,30,29
"67449",1270086,"signal","drumbass","What So Not & Skrillex - GOH (feat. KLP) (Signal Remix)",47998,4.77068462446567,1346,2976,25108,16,11,2018,12,59,25
"67454",33656,"Agus Priyambodo","pop","SEVENTEEN - KEMARIN",3116326,4.98360662170834,5867,5689,151,16,2,2017,15,33,56
"67455",452768,"Hybrid Trap 🔥","trap","Zenophaze - Dimensions",27569,5.2257466737132,488,4261,106971,30,3,2016,14,32,35
"67456",1197042,"Riddim Network","danceedm","WOMPA - Crackhead Boogaloo (Riddim Network Exclusive) Free Download",12408,5.31811999384422,8390,2222,67797,8,2,2016,16,8,30
"67462",1543074,"Yheti","electronic","Yheti_-_Listen to Your Brain ∞* (free dl in description though!)",16421,4.21950770517611,5861,5362,52573,7,6,2013,23,53,49
"67463",1456077,"DJ ENJOY Official ✪","danceedm","EMILIA & EMANUELA - Vse Edno Mi E (DJ ENJOY REMIX) 95",10980,5.10594547390058,2571,1146,3039,13,11,2017,23,33,52
"67464",152771,"DavidJacomeTCP.","danceedm","Tales from the Citadel | DAMAGED CODA",27424,4.55387689160054,5995,1075,1125,12,4,2018,1,25,33
"67466",41950,"Anjunadeep","deephouse","The Anjunadeep Edition 220 with Penelope",30519,4.70953020131233,411,2145,196619,27,9,2018,15,0,8
"67474",92205,"Barong Family","danceedm","Slowbody & Asdek - Take The Cash [OUT NOW]",25646,3.43398720448515,581,2182,157004,22,1,2019,14,0,23
"67477",235271,"DJ ARTHUZIIN","rbsoul","MEGA MTG - ARTHUZIIN, PH DA SERRA, VITIN DO PC, LV MDP, VINICIN DO C, VITIM MPC E GUI MARQUES",153682,3.97029191355212,5157,3011,7516,12,11,2018,3,47,53
"67479",109413,"BORN DIRTY","danceedm","Born Dirty - Sirens [FOOL'S GOLD]",161614,4.17438726989564,6369,74,10702,22,8,2017,16,5,40
"67480",981862,"Nitti Gritti","electronic","My Tribute To 2017",27423,3.17805383034795,9053,1095,47199,3,1,2018,22,2,5
"67481",1144710,"Resident Advisor","ambient","RA Live - 12.06.2014 - Eats Everything, El Monasterio",93944,4.76217393479776,3952,5361,143726,18,11,2014,11,50,54
"67482",403366,"GR6 FLUXOS","rbsoul","Jorgin - Verão Ft. MK, Neguinho Do Kaxeta, Hariel, Thiot",31289,3.98898404656427,7705,4707,18055,23,12,2018,14,22,35
"67484",106038,"Black Tiger Sex Machine","danceedm","BTSM - EDC Las Vegas 2018 (Full Live Set)",86458,4.17438726989564,4634,5030,116794,3,6,2018,17,12,56
"67486",1568467,"Zimmer","electronic","Tina Turner - What's Love Got To Do (Zimmer Rework)",1080432,6.12468339089421,1164,658,88927,11,5,2012,13,0,52
"67488",1506389,"WarfaceOfficial","danceedm","[EOL016] Warface & E-Force - Disphoria",190145,3.73766961828337,3971,4623,37103,8,9,2015,15,56,0
"67491",103739,"bitbird","electronic","DROELOE x San Holo - Lines of the Broken (ft. CUT_)",2621287,6.34035930372775,6868,1037,201165,16,5,2017,16,3,47
"67495",907574,"Morgan Page","danceedm","Open Heart Feat. Lissie (Toby Green Remix)",90115,3.8286413964891,1688,4296,155645,1,5,2015,16,18,28
"67496",1206880,"RIOT TEN","danceedm","Riot Ten & Badfella - WTFLEX (ft. Rico Act)",232251,4.4188406077966,8126,354,120529,16,2,2018,15,56,57
"67497",660078,"MARTY BALLER","all-music","Flex (Produced by Tweek Tune & Loot Franklin)",328728,3.87120101090789,6604,99,16175,25,5,2016,15,2,44
"67503",463814,"R3HAB - I NEED R3HAB","danceedm","R3HAB - I NEED R3HAB 125",93522,3.76120011569356,973,3691,195064,16,2,2015,8,44,42
"67511",593024,"Lil Durk","all-music","Lil Durk featuring Meek Mill - Young Niggas (produced by London On The Track)",1709001,3.04452243772342,2548,1259,121611,26,11,2016,2,4,49
"67515",973138,"Ninety9Lives","danceedm","Janji - Chasing Storms (feat. Kédo Rebelle)",118587,4.34380542185368,906,1191,103301,22,11,2015,0,5,44
"67516",337841,"FESTIVAL TRAP","danceedm","Warface & Regain - Wakin' Up (WSHNGTN X MAITO Rawtrap Remix)",8604,4.79579054559674,3863,1076,11675,27,7,2017,20,46,58
"67517",1432559,"trndmsk","deephouse","Machino feat. Al-B - Lineas Rectas (BAAL Remix)",123243,4.4188406077966,3870,5079,76211,12,5,2015,16,25,26
"67519",457680,"H.E.R.","rbsoul","Say It Again",2321408,4.40671924726425,4803,3167,153528,28,4,2017,0,0,0
"67529",415052,"Hardstyle","danceedm","Audiotricz - United As One (Wish Outdoor 2015 Anthem)",96061,3.25809653802148,1365,3096,119563,24,7,2015,16,35,58
"67532",1032412,"officialb2s","danceedm","Mark with a K @ UP! area Decibel 2013",13962,3.2188758248682,3657,5038,64073,3,4,2014,8,6,50
"67537",702540,"Mielo","electronic","Midoca - Everything I Need (Mielo Remix)",93771,4.84418708645859,1817,4623,17233,30,8,2016,14,55,12
"67543",567740,"laxcity","electronic","Thrills",69726,5.09375020080676,1551,3069,18269,8,10,2018,14,59,12
"67545",499481,"Johnny singer 81","all-music","الجوع كسرنا - جوني",300113,4.76217393479776,2881,5328,23501,1,10,2012,19,48,6
"67548",438085,"HEXAGON","deephouse","Don Diablo - Hexagon Radio Episode 098",90589,4.89783979995091,1766,4260,152245,14,12,2016,16,51,42
"67558",1173699,"RetroSpecter","electronic","DELTARUNE - POWER OF NERO (Power of NEO x Rouxls Kaard Remix)",20361,3.46573590279973,8349,3032,13297,11,1,2019,23,19,16
"67564",1010674,"No Jumper","all-music","The Tax Stone Interview",67162,3.25809653802148,5811,5422,104980,10,6,2016,18,45,45
"67578",23579,"Swunks","electronic","* T'was the night...before Christmas. [CANCELLED, READ DESC]",3087,3.3322045101752,1044,3088,622,14,10,2018,15,11,46
"67581",1400228,"Tisoki","danceedm","Stussin ft. Gravity",40200,3.13549421592915,922,2986,66088,15,6,2017,15,24,45
"67585",1114429,"Quartzo Records","danceedm","FEEDSON feat. RAGG - On The Floor",27999,5.01063529409626,995,2196,142456,14,9,2018,15,0,26
"67590",432925,"Haywyre","pop","Let Me Hear That",38866,4.71849887129509,2066,3721,123385,8,2,2019,15,17,28
"67592",39111,"AMTRAC","electronic","MILWAUKEE - ALONE (AMTRAC REMIX)",281955,4.48863636973214,1905,3097,89886,3,12,2012,15,10,59
"67593",701908,"Midland","electronic","Midland @ Panorama Bar [Sub:stance - 15.2.13]",159713,6.18826412308259,6137,5330,71832,19,2,2013,15,59,19
"67598",1232773,"Romen Jewels Secrets","danceedm","DJ Khaled - No Brainer Ft. Justin Bieber, Chance The Rapper, Quavo (Romen Jewels Remix) DL",122013,4.57471097850338,974,1125,698,1,8,2018,8,36,36
"67605",1432804,"trndmsk","deephouse","trndmsk Podcast #15 - Lexer",244127,6.44730586254121,6978,307,76211,7,8,2013,15,10,7
"67608",221260,"Disciple ♛ ♜ ♞","dubstep","Virtual Riot - Getting Real (Tired of Your Shit)",36409,4.18965474202643,6807,1077,141507,28,7,2014,18,3,47
"67612",233090,"Disciple Round Table","electronic","Boy Kid Cloud - Beast Ft. Skeez",123105,4.24849524204936,7115,544,30037,8,9,2017,18,3,13
"67619",109764,"Break & Enter Society","electronic","Levianth - Still Dream Of You",61224,4.9416424226093,987,3660,44222,9,10,2018,17,51,9
"67633",1492798,"vowl.","electronic","bounce back",184258,5.62040086571715,5474,121,25879,8,7,2016,23,51,31
"67642",1243597,"Scantraxx","danceedm","005 Digital Punk - Unleashed (powered by A² Records)",19811,4.20469261939097,5926,1049,38858,12,7,2013,8,3,12
"67646",123876,"Captain Hook","electronic","Ace Ventura & Captain Hook - Body & Soul",225167,5.77765232322266,6375,173,161447,21,6,2014,12,1,3
"67653",511276,"Kalya Scintilla","electronic","Live In Asheville,NC 2017",38693,4.34380542185368,1002,2199,66749,14,1,2018,7,17,19
"67660",1322509,"Sweet Musique","deephouse","PREMIERE : Innellea - Napoleon [Atlant Recordings]",36206,3.8286413964891,581,2098,87682,5,12,2017,10,51,24
"67675",463210,"Kotori","electronic","All Might",33622,4.72738781871234,683,2949,29424,9,11,2018,17,7,55
"67687",167782,"PHARAOH","all-music","Blood Oceans (How Many?) (FEAT. GHOSTEMANE)",3017209,6.39859493453521,5896,2606,105208,17,4,2018,22,27,51
"67688",11674,"6 dogs","all-music","Geeksum [Prod. Danny Wolf + Dilip]",411392,4.07753744390572,7475,3750,123054,4,5,2018,5,49,5
"67693",1114457,"Quartzo Records","danceedm","Dkay - Kil'Dem (Frequencies EP 2018, Vol. 7)",25646,4.8283137373023,1623,3791,142456,11,6,2018,15,0,14
"67694",111181,"BrennanHeart","danceedm","Brennan Heart presents WE R Hardstyle November 2017",62047,3.25809653802148,828,2144,113060,14,11,2017,14,6,22
"67695",175676,"DHA AM (Deep House London)","electronic","SEFF - Deep House London Mix #015",64321,5.06259503302697,927,3752,143743,5,9,2014,0,57,7
"67702",1499353,"Wakaan","dubstep","Liquid Stranger, Dion Timmer - Spastic Elastic [This Song Is Sick Premiere]",28356,3.36729582998647,1980,3670,53398,15,2,2019,16,0,25
"67706",294734,"EATBRAIN","drumbass","Maztek feat June Miller - Blaffer (Noisia Radio premier)",53681,4.89783979995091,1744,3678,52808,6,8,2016,15,0,50
"67712",1463818,"Ultimate Trvp","trap","Mikebøi - Golden Bullet ⦗exclusive⦘",6305,3.13549421592915,5856,1166,14052,2,3,2017,12,10,3
"67713",38368,"AMIDY","electronic","TIRAMISU (feat. Lanz)",45770,4.53259949315326,425,3774,11891,26,4,2016,20,26,18
"67716",1372078,"THE GANG","all-music","Carimbo Mc Delano PARTE 2",16468,4.43081679884331,6903,2168,50553,27,6,2014,21,37,19
"67717",24940,"AC Slater","electronic","AC Slater Exclusive Mix [Insomniac.com]",76627,4.92725368515721,2932,5648,113537,10,6,2015,21,57,3
